"date","ARIMA","UCM","ML"
2017-12-02 03:30:00,21081.4048193383,22371.16689413,21112.5844380884
2017-12-02 03:40:00,20878.9715010555,22233.583193912,21140.3676695137
2017-12-02 03:50:00,21056.8674516542,22085.1767315886,21133.8503216284
2017-12-02 04:00:00,21130.4795646748,21948.3743333885,21137.7341546275
2017-12-02 04:10:00,21087.5391662435,21848.5207542813,21134.70303129
2017-12-02 04:20:00,20885.1058479607,21808.8553280483,21182.2935166891
2017-12-02 04:30:00,21222.4947184109,21845.5399394231,21303.5506243668
2017-12-02 04:40:00,21443.331067441,21963.6977895056,21501.230093724
2017-12-02 04:50:00,21737.7795294916,22155.2664204722,21765.8288342899
2017-12-02 05:00:00,21829.7946732594,22399.1566832154,22134.2146657144
2017-12-02 05:10:00,21897.2724493431,22663.7976697289,22497.6543664753
2017-12-02 05:20:00,21651.898732629,22911.7114606321,22585.3609463433
2017-12-02 05:30:00,22289.870412035,23105.3816750293,22690.3796844925
2017-12-02 05:40:00,23038.2602659561,23213.4273974777,22959.0933519402
2017-12-02 05:50:00,22811.2895700208,23216.0171856566,22969.4115195194
2017-12-02 06:00:00,22522.9754449071,23108.5724624813,22688.3921944302
2017-12-02 06:10:00,22725.4087631899,22903.0963200216,22176.9797827085
2017-12-02 06:20:00,22762.2148246843,22626.8714535185,21588.3772317599
2017-12-02 06:30:00,22326.6764635611,22318.726053225,21130.9237898238
2017-12-02 06:40:00,21842.0633670697,22023.4866699143,20727.4826849363
2017-12-02 06:50:00,20872.8371541503,21785.5464474281,20529.3907472344
2017-12-02 07:00:00,21381.9876382624,21642.620271377,20568.0391934529
2017-12-02 07:10:00,21768.4512440809,21620.7105736828,20695.7899340664
2017-12-02 07:20:00,22087.4370837839,21731.0791342395,20974.8835080868
2017-12-02 07:30:00,22228.5269728882,21969.6546231333,21204.5722474348
2017-12-02 07:40:00,22406.4229234869,22318.8709822048,21521.9640490692
2017-12-02 07:50:00,22664.0653340114,22751.5081416944,21982.9435527535
2017-12-02 08:00:00,23344.9774118487,23235.7710500825,22478.0786438153
2017-12-02 08:10:00,24166.9793887587,23740.6552502658,23038.5132734897
2017-12-02 08:20:00,24516.6369430509,24240.6386365325,23554.1598476598
2017-12-02 08:30:00,24995.1157026055,24718.9070772052,24069.5917330395
2017-12-02 08:40:00,25467.4601152548,25168.6307797829,24616.1548306351
2017-12-02 08:50:00,25927.5358540304,25592.1971712072,25313.4428774532
2017-12-02 09:00:00,26602.3135849626,25998.6992224049,26089.7853487429
2017-12-02 09:10:00,26810.8812501506,26400.3005973087,26771.3138145155
2017-12-02 09:20:00,27491.7933279879,26808.290537299,27424.5165435393
2017-12-02 09:30:00,28043.8842105313,27229.6678900199,27997.8081927942
2017-12-02 09:40:00,28350.6013663923,27664.9534228426,28530.950463421
2017-12-02 09:50:00,28553.0346846751,28107.6531941238,29187.4120114594
2017-12-02 10:00:00,28853.6174936309,28545.4401505352,29773.7043262437
2017-12-02 10:10:00,29577.4699798679,28962.7580975691,30220.8388244124
2017-12-02 10:20:00,29914.8588503181,29344.2544532936,30654.6642190077
2017-12-02 10:30:00,29908.7245034129,29678.2751076819,31013.5196126576
2017-12-02 10:40:00,29878.0527888237,29959.6406983924,31368.7462377823
2017-12-02 10:50:00,30227.710343116,30191.0714203104,31614.8809889479
2017-12-02 11:00:00,30565.0992135662,30382.9075889408,31894.5369395749
2017-12-02 11:10:00,30951.5628293529,30551.1295125768,32129.9267339582
2017-12-02 11:20:00,30963.831513195,30714.0411212627,32349.7030872698
2017-12-02 11:30:00,30988.3688808791,30888.2740186493,32549.9752032665
2017-12-02 11:40:00,31043.5779731207,31084.931830826,32609.9794999548
2017-12-02 11:50:00,30847.2789917748,31306.6935472188,32535.1964102434
2017-12-02 12:00:00,31178.5335153198,31546.5258629804,32522.0909561514
2017-12-02 12:10:00,31632.4749071903,31788.3485516109,32540.1606804596
2017-12-02 12:20:00,32110.9536667448,32009.6117366166,32630.2619490538
2017-12-02 12:30:00,32025.0728599139,32185.3546580061,32710.7568548666
2017-12-02 12:40:00,32031.207206819,32292.9997300419,32733.8723914623
2017-12-02 12:50:00,32374.7304142061,32316.9583064499,32755.1695086353
2017-12-02 13:00:00,32288.8496173435,32252.1249387107,32899.6007225388
2017-12-02 13:10:00,32270.4465865963,32105.5204998837,32946.8625245865
2017-12-02 13:20:00,32043.4758906611,31895.6811017483,32916.105372627
2017-12-02 13:30:00,31926.9233692409,31649.818298398,32728.1615066463
2017-12-02 13:40:00,31472.9819873388,31399.2160070171,32518.133362259
2017-12-02 13:50:00,31276.6830059928,31173.6956226215,32318.9225896263
2017-12-02 14:00:00,30951.5628293529,30996.1993449127,32104.0521088442
2017-12-02 14:10:00,31092.6527184572,30878.5652318223,31926.8890157842
2017-12-02 14:20:00,31196.9365460671,30819.3842677994,31751.1252351849
2017-12-02 14:30:00,31172.399178383,30804.4671780569,31446.6299470052
2017-12-02 14:40:00,31246.0112914035,30809.9691841536,31259.0194551217
2017-12-02 14:50:00,31172.399178383,30807.7108867431,31278.4636724658
2017-12-02 15:00:00,31068.1153408048,30771.7880358197,31299.3577408311
2017-12-02 15:10:00,31135.5931168885,30685.2681471137,31366.9474071828
2017-12-02 15:20:00,30841.1446448696,30545.6884721596,31459.7763599679
2017-12-02 15:30:00,30945.4284824477,30368.22118341,31536.4908456685
2017-12-02 15:40:00,30792.0699095014,30185.7386578653,31565.9310305953
2017-12-02 15:50:00,30528.2931520718,30045.5351355845,31418.0352302998
2017-12-02 16:00:00,30276.7850884524,30003.0512068897,31230.8544979844
2017-12-02 16:10:00,30473.0840697984,30113.5002956561,31170.3226610341
2017-12-02 16:20:00,30424.0093244619,30422.7112556571,31380.5475080423
2017-12-02 16:30:00,30491.4870905773,30958.7002672823,31645.6546515966
2017-12-02 16:40:00,31147.8618007306,31725.4270123026,31842.4928395788
2017-12-02 16:50:00,31761.2961124525,32699.8780546277,32110.7393529767
2017-12-02 17:00:00,32693.7162539092,33833.1029093943,32556.662238566
2017-12-02 17:10:00,34527.8848322015,35055.1909654506,33434.7936982295
2017-12-02 17:20:00,37631.862432369,36283.528172087,35202.6975911388
2017-12-02 17:30:00,38999.8209349489,37433.1227188833,37624.8600816811
2017-12-02 17:40:00,39306.5380908099,38427.4342612409,39585.9186713771
2017-12-02 17:50:00,39619.3895836077,39208.0439893768,40518.3436592106
2017-12-02 18:00:00,39600.9865528605,39741.6812228099,40853.5126956258
2017-12-02 18:10:00,39521.2400929347,40023.5468630692,40912.9333793131
2017-12-02 18:20:00,39306.5380908099,40076.4730207669,40840.3581603788
2017-12-02 18:30:00,38920.0744750232,39946.1295216408,40760.9710192497
2017-12-02 18:40:00,39061.1643641274,39693.1177350122,40710.4696155776
2017-12-02 18:50:00,39030.4926495382,39383.2740507688,40736.2202357801
2017-12-02 19:00:00,39042.7613333802,39077.7595160627,40738.0305595601
2017-12-02 19:10:00,39116.3734563691,38824.4989163672,40667.6185658304
2017-12-02 19:20:00,38901.6714442759,38652.2589365606,40534.2275771939
2017-12-02 19:30:00,38539.7452061416,38568.1729182921,40368.2790911
2017-12-02 19:40:00,38288.2371425223,38558.9163688701,40183.8213198206
2017-12-02 19:50:00,38325.0431940484,38595.1194455173,40076.6603242971
2017-12-02 20:00:00,38098.0724981132,38638.077157976,40061.4805450435
2017-12-02 20:10:00,38441.5957154686,38647.4734746271,39903.7001612094
2017-12-02 20:20:00,38294.3714794592,38588.7264894654,39710.0639978144
2017-12-02 20:30:00,38220.7593664386,38438.7000206507,39435.9591677044
2017-12-02 20:40:00,37858.833118336,38188.8800790478,39188.20371049
2017-12-02 20:50:00,37478.5038494544,37845.6128140989,38859.2634567693
2017-12-02 21:00:00,37159.5180097514,37427.5500284857,38410.6525323339
2017-12-02 21:10:00,36625.8301679235,36960.9487530643,37966.1811657251
2017-12-02 21:20:00,36116.6796937797,36473.8339586432,37526.2629186671
2017-12-02 21:30:00,35797.6938540767,35990.1969945694,37059.1563195287
2017-12-02 21:40:00,35282.4090330277,35525.3434940586,36571.5639087674
2017-12-02 21:50:00,35165.8565116075,35083.2412961613,36136.4033678025
2017-12-02 22:00:00,34515.6161483595,34656.306461783,35714.4985090184
2017-12-02 22:10:00,34307.0484831715,34227.5848042573,35259.9412494922
2017-12-02 22:20:00,33877.6444689534,33774.8290853954,34567.2479789009
2017-12-02 22:30:00,33172.1950134637,33275.6230031707,33918.7502669469
2017-12-02 22:40:00,32902.2839190972,32712.5248569451,33289.5974598632
2017-12-02 22:50:00,32325.6556688697,32077.2253886455,31611.976808439
2017-12-02 23:00:00,31442.3102727495,31372.9266528623,29406.4952601786
2017-12-02 23:10:00,30724.5921334177,30614.5070830749,29380.2661044395
2017-12-02 23:20:00,29982.3366164335,29826.4708765642,28570.7985490719
2017-12-02 23:30:00,29270.7528240069,29039.1035105291,27823.6190297125
2017-12-02 23:40:00,28632.7811446009,28283.5892031257,27343.5961163473
2017-12-02 23:50:00,27970.2720875424,27587.0286486078,27083.9840386811
2017-12-03 00:00:00,24358.6329507036,26968.2945943189,26737.8414662883
2017-12-03 00:10:00,23893.1622296137,26435.4825277533,26329.9894965821
2017-12-03 00:20:00,23617.554564108,25985.3918790406,25494.7277726483
2017-12-03 00:30:00,23078.5884701944,25605.074151658,24051.5086203098
2017-12-03 00:40:00,22594.7439034104,25275.0864599832,23191.2579171829
2017-12-03 00:50:00,22196.6439465477,24973.7688579377,22746.4158600288
2017-12-03 01:00:00,21982.282436673,24681.6822562658,22261.2686420803
2017-12-03 01:10:00,21676.0516983281,24385.3337434879,21832.0195750432
2017-12-03 01:20:00,21455.5655699046,24079.4772166488,21407.2992248282
2017-12-03 01:30:00,21284.0763600143,23767.5756874619,21035.9219634321
2017-12-03 01:40:00,21002.3440759598,23460.3873972143,20727.3272264614
2017-12-03 01:50:00,20996.2194673635,23173.0163684635,20492.5512170314
2017-12-03 02:00:00,20683.8641104697,22921.0746874159,20268.0910264745
2017-12-03 02:10:00,20457.2533734499,22716.7785740485,20014.6989787133
2017-12-03 02:20:00,20236.7672350738,22565.8091583843,19912.2344197119
2017-12-03 02:30:00,20108.150325168,22465.6104340551,19769.7840601779
2017-12-03 02:40:00,20102.0257165717,22405.5024985503,19604.7275254793
2017-12-03 02:50:00,20144.8980165561,22368.6159847281,19442.5320698679
2017-12-03 03:00:00,19777.4211325327,22335.277020145,19218.8140930481
2017-12-03 03:10:00,19783.5457510816,22287.1657630363,19079.5360758498
2017-12-03 03:20:00,19654.9288411757,22211.3968772317,19053.7676273012
2017-12-03 03:30:00,19520.1873127211,22103.6632726085,19086.4258530105
2017-12-03 03:40:00,19318.0750299916,21969.7487141346,19142.0480554477
2017-12-03 03:50:00,19495.6888584307,21825.0208500658,19140.1238573815
2017-12-03 04:00:00,19569.1842312544,21691.9063637022,19012.0655072424
2017-12-03 04:10:00,19526.3119312699,21595.7498667226,18931.0550539565
2017-12-03 04:20:00,19324.1996485404,21559.7905492614,18946.2301158146
2017-12-03 04:30:00,19661.0534597246,21600.1901520545,19010.18603061
2017-12-03 04:40:00,19881.5395881481,21722.0717318591,19136.1230079074
2017-12-03 04:50:00,20175.5210893953,21917.3726861694,19356.5324620062
2017-12-03 05:00:00,20267.3903079131,22165.0037208614,19692.9825447843
2017-12-03 05:10:00,20334.7610721404,22433.3937825846,20046.2681536589
2017-12-03 05:20:00,20089.7764894265,22685.0648062912,20080.6279074546
2017-12-03 05:30:00,20726.7364204067,22882.5002651015,20017.2333670856
2017-12-03 05:40:00,21473.9394155986,22994.3190972774,20100.5000553179
2017-12-03 05:50:00,21247.3286686263,23000.6897138971,20118.3908574258
2017-12-03 06:00:00,20959.4717759754,22897.0333909753,19722.9170839091
2017-12-03 06:10:00,21161.5840587049,22695.3530733867,19115.2654930434
2017-12-03 06:20:00,21198.331750093,22422.9313088888,18442.0175913726
2017-12-03 06:30:00,20763.4841018423,22118.5961399684,17796.3287860253
2017-12-03 06:40:00,20279.6395450108,21827.1739693554,17344.7893739676
2017-12-03 06:50:00,19311.9504114427,21593.0577925769,17064.3855179823
2017-12-03 07:00:00,19820.2934424696,21453.9623466636,16955.84531424
2017-12-03 07:10:00,20206.1441622346,21435.8899146976,16909.82712165
2017-12-03 07:20:00,20524.6241277247,21550.1021274792,16924.154108526
2017-12-03 07:30:00,20665.4902647757,21792.5275057529,16978.7233800261
2017-12-03 07:40:00,20843.1040932148,22145.5998417751,17081.0571710095
2017-12-03 07:50:00,21100.3379130264,22582.0989159655,17382.0320078374
2017-12-03 08:00:00,21780.1701439911,23070.2295267533,17721.6644850907
2017-12-03 08:10:00,22600.8685219592,23578.9870667588,18182.0873398646
2017-12-03 08:20:00,22949.9715602885,24082.849279775,18734.7584135836
2017-12-03 08:30:00,23427.6915085237,24565.001883416,19315.6544824116
2017-12-03 08:40:00,23899.28683821,25018.6149342651,19861.0397084735
2017-12-03 08:50:00,24358.6329507036,25446.0757081464,20309.0525975611
2017-12-03 09:00:00,25032.3405631194,25856.4770246741,20746.9673622143
2017-12-03 09:10:00,25240.5774643978,26261.982396278,21298.5360542537
2017-12-03 09:20:00,25920.4096953624,26673.8809126525,22004.8285977957
2017-12-03 09:30:00,26471.6250263737,27099.171269577,22778.8460948622
2017-12-03 09:40:00,26777.8557647186,27538.3740823863,23472.5805602311
2017-12-03 09:50:00,26979.9680474481,27984.9952572349,23997.9530584925
2017-12-03 10:00:00,27280.0741672442,28426.7075884314,24522.7283684612
2017-12-03 10:10:00,28002.7787081458,28847.9547289511,25122.7916884248
2017-12-03 10:20:00,28339.6325193299,29233.3839441968,25692.6887969366
2017-12-03 10:30:00,28333.5079007811,29571.3409713338,26184.8253856887
2017-12-03 10:40:00,28302.8848279418,29856.6462950761,26599.0055306667
2017-12-03 10:50:00,28651.9878662712,30092.0199572341,26967.3718783199
2017-12-03 11:00:00,28988.8416774553,30287.8021201132,27267.9310635503
2017-12-03 11:10:00,29374.6924071728,30459.9729386883,27636.6207719073
2017-12-03 11:20:00,29386.941634318,30626.8361895728,27996.5828797008
2017-12-03 11:30:00,29411.4400886083,30805.02332288,28253.887451498
2017-12-03 11:40:00,29466.5616256905,31005.6378110608,28463.2886815835
2017-12-03 11:50:00,29270.5739515573,31231.3584898078,28703.795199198
2017-12-03 12:00:00,29601.3031441926,31475.1519004518,29075.4600336783
2017-12-03 12:10:00,30054.5246381374,31720.9376625881,29927.925025364
2017-12-03 12:20:00,30532.2445863726,31946.165745741,31364.7861350924
2017-12-03 12:30:00,30446.4999764512,32125.8752358664,31623.057473198
2017-12-03 12:40:00,30452.624595,32237.4883931093,31705.8610167679
2017-12-03 12:50:00,30795.6030147805,32265.416417019,31680.2784553541
2017-12-03 13:00:00,30709.8584148117,32204.5537048467,31569.4776853188
2017-12-03 13:10:00,30691.4845691176,32061.9209753753,31493.9104410609
2017-12-03 13:20:00,30464.8738221452,31856.0541860671,31462.5902675661
2017-12-03 13:30:00,30348.5061393846,31614.164736663,31520.4237405989
2017-12-03 13:40:00,29895.2846553924,31367.5363899663,31611.5070039087
2017-12-03 13:50:00,29699.2969812592,31145.9903865886,31513.7240210845
2017-12-03 14:00:00,29374.6924071728,30972.4687718103,31368.7941280022
2017-12-03 14:10:00,29515.5585442238,30858.8094491309,31135.2348092698
2017-12-03 14:20:00,29619.6769898867,30803.6032485623,30865.125345416
2017-12-03 14:30:00,29595.1785355963,30792.6607408816,30755.4248460309
2017-12-03 14:40:00,29668.67390842,30802.1369932186,30616.3028363959
2017-12-03 14:50:00,29595.1785355963,30803.8524518109,30522.8323305233
2017-12-03 15:00:00,29491.0600799809,30771.902712256,30357.3656848434
2017-12-03 15:10:00,29558.4308442082,30689.3551359125,30176.8019273279
